screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
KanganaTeam,2020-01-24T13:27:09Z,"RT @IndianExpress: #Panga: Audience Review | #KanganaRanaut

See more celebrity videos at https://t.co/e4HMauLXa1 https://t.co/6dGzSo4Lq4",,IndianExpress,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220699559749251072
KanganaTeam,2020-01-24T13:26:40Z,"RT @TheQuint: Here's what critics have to say about #KanganaRanaut's #Panga.
https://t.co/Iki7wX4CSV",,TheQuint,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220699438043164672
KanganaTeam,2020-01-24T13:26:24Z,"RT @etimes: #Panga director @Ashwinyiyer talks about her newly released movie, choosing #KanganaRanaut for Jaya and her bond with the actress, working with @jassiegill and much more in this #EXCLUSIVE interview

https://t.co/T0SMQvrPUN",,etimes,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220699371320135681
KanganaTeam,2020-01-24T13:23:04Z,"RT @girishjohar: Do Read 👉🏼 Good run expected... #Panga review: #KanganaRanaut ’s ‘flawless’ performance in ‘heartwarming’ film @FinancialXpress
#KanganaRanaut @Ashwinyiyer @jassiegill @RichaChadha @Neenagupta001 @YagyaBhasin @Javedakhtarjadu  https://t.co/UQqh0dVlRZ",,girishjohar,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220698533164015616
KanganaTeam,2020-01-24T12:48:11Z,"🥰🥰🥰🙏
#PangaReview 
#Panga https://t.co/apVTISdNAT",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,,1220689753940512770
KanganaTeam,2020-01-24T12:46:36Z,"RT @MissMalini: .@KanganaTeam’s ultra-feminine pant-suit is elegant as hell! - @nellywadia, Fashion Features Writer - 🤩https://t.co/GVU0zGanu2",,MissMalini,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220689356953751554
KanganaTeam,2020-01-24T10:10:10Z,"RT @HuffPostIndia: #Panga movie review: Kangana Ranaut's film is a quiet triumph, a film that gently explores the guilt women are made to feel for pursuing their dreams and why they should go ahead nonetheless https://t.co/ji5AWgpwpD",,HuffPostIndia,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220649987471745029
KanganaTeam,2020-01-24T10:10:03Z,"RT @bookmyshow: Apne sapno ke liye #Panga lena ka time aa gaya hai!

#BMSMovies @Ashwinyiyer #KanganaRanaut @jassiegill @RichaChadha @Neenagupta001 @foxstarhindi",,bookmyshow,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,hi,1220649959311183872
KanganaTeam,2020-01-24T10:07:47Z,"RT @GetNewsd: Panga Twitter reviews: Here’s how netizens reacted to Kangana Ranaut’s film 
#PangaMovieReview

https://t.co/u9I3HcR5Is https://t.co/buy6qMlPnq",,GetNewsd,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220649386855878658
KanganaTeam,2020-01-24T10:06:52Z,"RT @IndiaToday: #PangaMovieReview: #KanganaRanaut takes Panga and gets it right, writes @NotThatNairita 
https://t.co/E5zxiiejry",,IndiaToday,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220649156429172738
KanganaTeam,2020-01-24T10:06:33Z,"RT @GlobalAdvtOOH: #KanganaRanaut proves once again that she isn’t an actress to take #Panga with! With effortless direction, heartwarming storyline, spot-on casting and passionate performances, this flick is already a winner at the Box Office! #PangaReview #NeenaGupta @JassieGill @Ashwinyiyer https://t.co/K829XZsw64",,GlobalAdvtOOH,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220649078700281856
KanganaTeam,2020-01-24T10:05:50Z,"RT @santa_banta: #PangaReview: (Stars 4) A fun and inspiring journey of a woman who takes 'Panga' with life! https://t.co/UtVoKIA9Kc #KanganaRanaut @jassiegill @RichaChadha #YagyaBhasin
@Ashwinyiyer #NeenaGupta #Bollywood #cinema #latest   #santabanta For More Visit: https://t.co/Hkueri0tcr https://t.co/SE1jcNnK9t",,santa_banta,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220648897829314560
KanganaTeam,2020-01-24T10:04:52Z,"RT @Boldsky: Post Her Frida Kahlo Look, Kangana Ranaut Nails It In Traditional And Western Suit
@KanganaTeam #Fashion 
#Panga #PangaPromotions #fashiontrends 
https://t.co/A7zYmfW52L",,Boldsky,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220648655532720128
KanganaTeam,2020-01-24T09:53:41Z,"RT @bollybubble: ‘#Tejas’: #KanganaRanaut to play an Air Force pilot in this #RonnieScrewvala film

@KanganaTeam @RSVPMovies #BollywoodNews #BollywoodBubble 

https://t.co/sJOu3raLFG",,bollybubble,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220645840286441472
KanganaTeam,2020-01-24T08:18:25Z,"RT @PaytmTickets: The verdict is out! Critics are all praises for #Kangana's heartwarming slice-of-life drama.
Witness a touching ode to motherhood and chasing dreams, #Panga now in cinemas. Get tickets now: https://t.co/IC1ePMihOH

@foxstarhindi #KanganaRanaut @jassiegill",,PaytmTickets,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220621864210333696
KanganaTeam,2020-01-24T06:58:11Z,"RT @GetNewsd: Panga movie review: Kangana Ranaut starrer is ‘must-watch’ ode to motherhood and chasing dreams
#PangaReview

 https://t.co/PUpBYuLoM3 https://t.co/DVtChC4oKz",,GetNewsd,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220601672281378816
KanganaTeam,2020-01-24T06:55:13Z,"RT @dna: 'Panga' Review: Kangana Ranaut is heart &amp; soul backed by Ashwiny Iyer Tiwari's impeccable craft https://t.co/bOMvcAqqBn
.
.
.
#Panga #PangaReview #PangaMovieReview #KanganaRanaut #AshwinyIyerTiwari #jassiegill #RichaChadha #NeenaGupta",,dna,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,tl,1220600926303506432
KanganaTeam,2020-01-24T06:54:30Z,"RT @MPTourism: The silver screen has given Bhopal its significant share of screen time in various movies. Now with the release of the film, #Panga directed by @ashwinyiyer starring Kangana Ranaut &amp; @jassiegill a few locations of Bhopal will be seen once again. Book your tickets now!
#MPTourism https://t.co/Zzb1YCiX3S",,MPTourism,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220600746812379136
KanganaTeam,2020-01-24T06:43:46Z,"Thank you for the overwhelming response. ❤ Book your tickets now: 
Paytm: https://t.co/NZJmkwkEhR
BookMyShow: https://t.co/teZ08fXY9R https://t.co/POn6bFVwJe",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220598046716678144
KanganaTeam,2020-01-24T05:32:56Z,"RT @vivekagnihotri: Guys, watch #KanganaRanaut’s #Panga. 

It’s genuinely a wonderful film. Kangana is the new actor-superstar.",,vivekagnihotri,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220580221503430656
KanganaTeam,2020-01-24T05:31:39Z,"RT @dna: #KanganaRanaut to play air force pilot in Ronnie Screwvala's film titled #Tejas 

https://t.co/R0aVnBo49o",,dna,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220579896415510528
KanganaTeam,2020-01-24T05:31:35Z,"RT @etimes: #KanganaRanaut's #Panga is already winning over fans and critics alike

#PangaReview

For the latest Entertainment news download the ETimes app here: https://t.co/qu2zrdIEMa

https://t.co/Oi5D4ipCBq",,etimes,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220579881664204800
KanganaTeam,2020-01-24T05:18:02Z,RT @pinkvilla: #KanganaRanaut on motherhood: Being a mother is the most coveted job and most difficult one- https://t.co/CfFoSUtoo5,,pinkvilla,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220576471736971270
KanganaTeam,2020-01-24T05:17:41Z,"RT @sreeparnas: #Panga is a Must Watch! It's inspiring, nuanced, engaging. The humor &amp; emotionally charged moments are deliciously balanced. #KanganaRanaut is terrific! The support cast pitch in ace performances. The soundtrack blends in beautifully. My full #PangaReview for #TOI👇 ⭐⭐⭐⭐ https://t.co/a7mr1Bazzd",,sreeparnas,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220576382926770177
KanganaTeam,2020-01-24T04:30:29Z,"Slay Queen #KanganaRanaut looking stunning in Pink striped co-ords during promotions of #Panga in #CricketLive ahead of #TheGrearKiwiChallenge
Catch her live today
⏳: Jan 24, from 11 AM
📺: Star Sports and Hotstar
@StarSportsIndia @hotstartweets https://t.co/81BVJEPBdm",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220564503110144001
KanganaTeam,2020-01-24T04:16:43Z,"RT @StarSportsIndia: 📣 Mark your calendars for two 💪 battles! 

It takes a Pangebaaz to know another and Kangana Ranaut sees one in @imVkohli! Catch her #Panga on #Nerolac #CricketLIVE ahead of #TheGreatKiwiChallenge: 

⏳: Jan 24, from 11 AM
📺: Star Sports and Hotstar https://t.co/DHPVGnDNk4",,StarSportsIndia,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220561039898468353
KanganaTeam,2020-01-24T04:11:31Z,RT @varunsharma90: #Panga is such a Soulful Film!! Loved loved loved every bit of it!! Kudos to the Entire Team Gonna be taking my Mom to watch the Film again!!❤️❤️✨✨ @Ashwinyiyer @niteshtiwari22 #KanganaRanaut @jassiegill @foxstarhindi #Nikhil,,varunsharma90,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220559729413382144
KanganaTeam,2020-01-24T04:11:23Z,"RT @PeepingMoon: फिल्म #Tejas में एयरफोर्स पायलट के रूप में उड़ान भर्ती हुई नजर आएंगी #KanganaRanaut, इस महीने से शुरू करेंगी शूटिंग

@KanganaTeam @KanganaRanautFC @KanganaRanaut01 @Ashwinyiyer #Panga #Tejas #RonnieScrewvala https://t.co/SH2YDu4yCe",,PeepingMoon,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,hi,1220559697893191685
KanganaTeam,2020-01-24T04:09:17Z,"RT @moviesndtv: Review: ""Kangana Ranaut is absolute perfection in not-to-be-missed gem #Panga,"" writes Saibal Chatterjee - 3.5 stars (out of 5) https://t.co/scBXA3nDWy

#PangaReview #Kangana #KanganaRanaut https://t.co/qwAd9NATDG",,moviesndtv,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220559170199416832
KanganaTeam,2020-01-24T04:09:00Z,"#KanganaRanaut, who has never shied away from taking on varied challenging roles, and is always open to heroine-centric subjects, has now signed up to play an Air Force Pilot in #Tejas. It is being produced by @RonnieScrewvala with #SarveshMewara as the director. https://t.co/V5lrcZuVu1",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220559099600855040
KanganaTeam,2020-01-24T04:05:34Z,"RT @pinkvilla: @KanganaTeam Kangana’s ran the risk of coming dangerously close to her depiction of Rani in Queen. However, she manages to pull off being a sportswoman, a mother and a small-town, middle-class girl with acute finesse. - Pinkvilla 

#KanganaRanaut #PangaReview #Panga @KanganaTeam @Ashwinyiyer",,pinkvilla,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220558233577742338
KanganaTeam,2020-01-24T04:05:29Z,"RT @Bollyhungama: #KanganaRanaut to play Air Force pilot in @RonnieScrewvala's production, #Tejas

https://t.co/Dh30Hm3Y8O",,Bollyhungama,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220558212283289601
KanganaTeam,2020-01-23T22:28:32Z,"RT @Spotboye: VERDICT : ⭐⭐⭐⭐

#PangaReview : 9/10 to #KanganaRanaut's performance in #Panga. You have to see to believe it. And, @Ashwinyiyer - what's your next film?

@RichaChadha | @jassiegill | @Neenagupta001 | @foxstarhindi | @Rangoli_A | @KanganaTeam

https://t.co/7MzGkXgIBk",,Spotboye,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220473416223883264
KanganaTeam,2020-01-23T22:22:54Z,"RT @bollywood_life: Panga Movie Review: Kangana Ranaut puts up a stellar act as a mother torn between duty and passion 
 #AshwinyIyerTiwari #KanganaRanaut #NeenaGupta #Panga #RichaChaddha 
 https://t.co/anlVmtA105",,bollywood_life,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220471999073357824
KanganaTeam,2020-01-23T22:22:33Z,"RT @bollybubble: #PangaMovieReview: #KanganaRanaut is fab, but child artiste #YagyaBhasin and #JassieGill steal the limelight

@KanganaTeam @foxstarhindi @Ashwinyiyer @jassiegill @RichaChadha @Neenagupta001 @YagyaBhasin @ShankarEhsanLoy #PangaReview #BollywoodBubble

https://t.co/6s3bWZgHk1",,bollybubble,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220471910846255104
KanganaTeam,2020-01-23T22:18:51Z,"RT @MumbaiLiveNews: #PangaReview by @iamshivkataiha
Zindgi me dobara sapno ki udaan bharne ka hausla deti hai #KanganaRanaut starrer #Panga @KanganaTeam @foxstarhindi @Ashwinyiyer
Star: 4.5/5
https://t.co/CMPfnl6oh1",,MumbaiLiveNews,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,hi,1220470981015138304
KanganaTeam,2020-01-23T22:18:38Z,"RT @EasternEye: #Panga movie review: #KanganaRanaut &amp; #AshwinyIyerTiwari spill their magic in this heart-warming film

https://t.co/PLg0hHp1uT

#PangaReview #PangaMovieReview @Ashwinyiyer @kanganateam @jassiegill @RichaChadha @Neenagupta001 @YagyaBhasin #NikhilMehrotra @foxstarhindi",,EasternEye,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220470923943243776
KanganaTeam,2020-01-23T22:16:45Z,"RT @ZoomTV: Here's our review of @Ashwinyiyer's #Panga starring #KanganaRanaut, @jassiegill, @YagyaBhasin, @Neenagupta001 and @RichaChadha 
@foxstarhindi
@KanganaTeam

https://t.co/xmTYxutHJ8",,ZoomTV,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220470451505287169
KanganaTeam,2020-01-23T22:15:04Z,"RT @deepadoc: My appeal🙏Watch #Panga of #KanganaRanaut with family🙏Panga is abt how a family supports a mother to live her dreams again.
Go with all important women in ur life to watch this inspiring movie🙏
Panga releasing only 1200screens.Plz support🙏
@KanganaTeam @Ashwinyiyer
@Rangoli_A https://t.co/KQTFjprLa0",,deepadoc,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220470028790747136
KanganaTeam,2020-01-23T22:14:51Z,"RT @E24bollynews: Panga is emotional, inspiring and Entertaining. One more Award Winning performance by #KanganaRanaut. Child artists is superb. Excellent work of @Ashwinyiyer. Complete family and Sports Drama. Must Watch Movie.
⭐⭐⭐⭐
#PangaReview @KanganaTeam @foxstarhindi https://t.co/RgdqPaMITz",,E24bollynews,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220469972683517952
KanganaTeam,2020-01-23T22:13:40Z,"RT @neetukumar02: #Panga is a tribute to all the working Mom. Movie is Emotional, Inspiring &amp; Enjoyable. #KanganaRanaut is the soul of the film. @Ashwinyiyer is a great story teller. Fantastic Acting, Dialogues, script &amp; screen play. Watch with Family.⭐⭐⭐⭐
 @RichaChadha #PangaReview https://t.co/CRXTEzwHav",,neetukumar02,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220469675609378817
KanganaTeam,2020-01-23T22:12:51Z,"RT @latestly: #Panga Movie Review: #KanganaRanaut and Ashwiny Iyer Tiwari's Entertaining and Moving Film Will Make You Call Your Mother

@Ashwinyiyer @niteshtiwari22 @jassiegill @foxstarhindi 
@Rangoli_A @KanganaTeam @RichaChadha
 https://t.co/5Iz5XwpHUV",,latestly,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220469470084255744
KanganaTeam,2020-01-23T22:11:57Z,"RT @taran_adarsh: #OneWordReview...
#Panga: HEARTWARMING.
Rating: ⭐️⭐️⭐️½
A content-driven film that’s rich in merits... Emotional, progressive, entertaining... Ashwiny Iyer Tiwari’s best work to date... #Kangana is flawless, an award-worthy act... #Richa, #Jassie, #YagyaBhasin excel. #PangaReview https://t.co/PSV96VpKWv",,taran_adarsh,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220469241532448770
KanganaTeam,2020-01-23T22:10:59Z,"RT @bhavikksangghvi: #Panga Damn, what a movie! Inspiration ‘personified’. Kangana delivers a knockout performance; while the entire supporting cast is outstanding. Ashwini’s writing/direction are ‘human’ to the core (as always). Don’t mess with this, ‘champ’ of a film! ⭐️⭐️⭐️⭐️ 1/2 (4.5 stars)",,bhavikksangghvi,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220469000796168193
KanganaTeam,2020-01-23T22:08:06Z,"RT @RajjoUnchained: I am still overwhelmed with joyous emotions. Panga is an outstanding film. #KanganaRanaut is phenomenal in @Ashwinyiyer's masterpiece. A huge round of applause for child actor Yagya Bhasin. @jassiegill @RichaChadha @Neenagupta001 are all ah-mah-zing!

https://t.co/iTCoghcoq6",,RajjoUnchained,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220468274766307329
KanganaTeam,2020-01-23T22:07:03Z,"RT @PeepingMoon: #PangaReview: #KanganaRanaut pays a proud tribute to motherhood in @Ashwinyiyer's sports-drama

Rating: 🌕🌕🌕🌙 (3.5 Moons)

@foxstarhindi @kanganateam @jassiegill @RichaChadha 
@Neenagupta001 @YagyaBhasin @ShankarEhsanLoy  
@Javedakhtarjadu #panga

https://t.co/kmWnAjETJ7",,PeepingMoon,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220468008725839872
KanganaTeam,2020-01-23T22:05:34Z,"RT @upalakbr999: And wishing #KanganaRanaut and @KanganaTeam @Ashwinyiyer all the best! With a gr8 story and fabulous performances, huge success is assured! #PangaToday",,upalakbr999,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220467635957092353
KanganaTeam,2020-01-23T22:01:50Z,"RT @HindiFilmibeat: #PangaReview - सशक्त निर्देशन और अभिनय से सजी है सपनों को सच करने की यह कहानी- ⭐️⭐️⭐️⭐️

@Ashwinyiyer @foxstarhindi #KanganaRanaut @RichaChadha @jassiegill @Neenagupta001 @niteshtiwari22 #Panga 

Read more at: https://t.co/wBBAHABxHf",,HindiFilmibeat,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,hi,1220466696089034752
KanganaTeam,2020-01-23T22:01:20Z,"RT @Cinemark: #Panga, starring @jassiegill, @RichaChadha, and #KanganaRanaut comes to select theatres TOMORROW.

Get tickets now: https://t.co/ks3q9IOkA0 https://t.co/PnvPTe5G5I",,Cinemark,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220466569509097472
KanganaTeam,2020-01-23T17:43:44Z,"RT @MumbaiLiveNews: #PangaReview by @JigarGanatra_ | 
#Panga is a 'must-watch' film for the family. Strong writing &amp; performances makes a successful a blockbuster film &amp; @Ashwinyiyer's film has written all over it. Loved #KanganaRanaut, @jassiegill, @Neenagupta001 &amp; @RichaChadha | Rating: 4.5/5 https://t.co/grSjNFjJGB",,MumbaiLiveNews,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220401745995522048
KanganaTeam,2020-01-23T17:42:54Z,"RT @boxofficeindia: Rating: ⭐⭐⭐⭐ 

#PangaReview: Panga is all set to courageously challenge the stereotypes and ignite a fighting spirit.- @Britto_anita

@Ashwinyiyer take a bow.
 
Review Out soon

#KanganaRanaut @jassiegill @RichaChadha @Neenagupta001 @YagyaBhasin @foxstarhindi @Rangoli_A https://t.co/5K8FuHa625",,boxofficeindia,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220401535235969024
KanganaTeam,2020-01-23T17:41:29Z,"RT @JagranEnglish: #Panga Twitter Review | ‘Speechless’: Kangana Ranaut-starrer shatters stereotypes one at a time

#PangaReview 

@KanganaTeam 

https://t.co/kp7mz5ICoN",,JagranEnglish,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220401177356947456
KanganaTeam,2020-01-23T17:40:28Z,"RT @TheRudraTR: #OneWordReview 
#Panga - Blockbuster 
#Rating :-  4.0⭐ / 5.0⭐
एक ऐसी फ़िल्म है जो महिलाओं को एक सिरे तक मजबूत बनाने की कोशिश की है और सफल रही है ।
कहानी अच्छी है , सारे अभिनेता और अभिनेत्रियों ने उच्च स्तर का काम किया है ।
#KanganaRanaut #PangaOnPaytm #Review",,TheRudraTR,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,hi,1220400920460029952
KanganaTeam,2020-01-23T17:39:26Z,"RT @RahulVerma4860: Brilliant performances by #KanganaRanaut , @jassiegill
@RichaChadha and a kid . Super tribute to all the moms out there , age isn't a bar holding you back , go and give your best !!! Somewhere it is bit slow but will easily be compensated . Must watch",,RahulVerma4860,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220400663147864064
KanganaTeam,2020-01-23T17:39:01Z,"RT @E24bollynews: कंगना रनौत पांच फिल्मों से बनी बॉलीवुड की क्वीन
https://t.co/sTnTfOjpQE
#KanganaRanaut @KanganaTeam",,E24bollynews,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,hi,1220400559053651968
KanganaTeam,2020-01-23T17:38:05Z,"RT @IMDb: Check out exclusive photos from @Ashwinyiyer's #Panga starring #KanganaRanaut, @RichaChadha, and @jassiegill. What's your favorite movie by the director? 🎬 👉 https://t.co/QDlMqrR6wJ https://t.co/Y4kUwMOajD",,IMDb,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220400322641686529
KanganaTeam,2020-01-23T16:59:43Z,"RT @Live_Hindustan: फिल्म देखने के बाद सोशल मीडिया पर लोगों की प्रतिक्रियाएं आनी शुरू हो चुकी हैं। पढ़ें ‘पंगा’ ट्विटर रिएक्शन...

#Panga #KanganaRanaut 

https://t.co/SwW0YlHzFn",,Live_Hindustan,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,hi,1220390668222074880
KanganaTeam,2020-01-23T16:55:49Z,"RT @cinespeaks1: #Panga ले लिया लड़की ने 👏Well Done #KanganaRanaut for brilliant performance 👍@jassiegill आपके जैसा husband सबको मिलना चाहिये 🙌 Big Thank you to Outstanding director @Ashwinyiyer 🙏 for giving us such a beautiful film @niteshtiwari22 @Neenagupta001 
⭐⭐⭐⭐ Stars @KanganaTeam",,cinespeaks1,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220389684469125120
KanganaTeam,2020-01-23T16:54:34Z,"#KanganaRanaut channels both helplessness and heroism in a knock-out performance. She isn't just a badass Kabaddi player, but also a doting mother, and the actress handles her role with care, caution and charm.  https://t.co/r2LbjGxaXL",,,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220389371745976320
KanganaTeam,2020-01-23T16:49:59Z,"RT @ElfaWorld: #PangaReview: 'A soul stirring and inspirational tribute to all the super moms out there vouching for a comeback'
Ratings: 🌟🌟🌟🌟 stars #KanganaRanaut @Rangoli_A @Ashwinyiyer @jassiegill @RichaChadha @Neenagupta001 @FoxStarStudio_ @KanganaTeam @KanganaDaily #PangaReview https://t.co/1XJQHPufOP",,ElfaWorld,"Artist, Recipient of Padmashri, Three national awards winner, highest grossing female centric films, Budding Filmmaker, Wannabe environmentalist❤️",Twitter for Android,en,1220388217041620998
